Date,CL-CO,XB-HO,XB-CL,HO-CL,NG-CL,CAP-BAP,BAP-DAE,CAP-DAE
2015-08-14,-5.269999999999996,-1.2935999999999979,17.621399999999994,18.914999999999992,-33.010000000000005,-10.552499999999998,-4.917360000000002,-15.46986
2015-08-17,-6.119999999999997,-1.2767999999999944,17.968000000000004,19.244799999999998,-32.5488,-10.47354,-4.70778,-15.18132
2015-08-18,-5.82,-1.436399999999992,17.628200000000007,19.0646,-32.755399999999995,-10.736460000000003,-4.838819999999998,-15.575280000000001
2015-08-19,-5.980000000000004,-1.7765999999999877,17.602400000000003,19.37899999999999,-30.9592,-10.395,-4.838820000000002,-15.233820000000001
2015-08-20,-5.910000000000004,-1.7934000000000054,17.44919999999999,19.242599999999996,-30.167399999999997,-10.290000000000003,-4.8652799999999985,-15.155280000000001
2015-08-21,-5.520000000000003,-1.4909999999999997,17.281799999999997,18.772799999999997,-29.6164,-9.8175,-5.2588199999999965,-15.076319999999997
2015-08-24,-5.199999999999996,-1.2894000000000005,16.92739999999999,18.216799999999992,-27.7584,-9.187500000000002,-4.838819999999998,-14.02632
2015-08-25,-4.82,-1.8941999999999908,16.172600000000003,18.066799999999994,-28.748399999999997,-9.056040000000001,-4.70778,-13.76382
2015-08-26,-4.770000000000003,-2.356199999999994,15.371000000000002,17.727199999999996,-28.6546,-8.63646,-4.602360000000001,-13.23882
2015-08-27,-4.8799999999999955,-2.4780000000000086,15.64779999999999,18.125799999999998,-32.8742,-9.73854,-4.462500000000002,-14.201040000000003
2015-08-28,-5.3799999999999955,-2.6921999999999997,16.337199999999996,19.029399999999995,-34.5834,-11.15604,-4.514999999999997,-15.671039999999998
2015-08-31,-5.760000000000005,-3.1709999999999923,17.000400000000006,20.1714,-38.044200000000004,-12.20646,-4.829999999999998,-17.036459999999998
2015-09-01,-5.32,-4.178999999999988,15.958200000000005,20.137199999999993,-33.85680000000001,-10.89354,-4.934999999999999,-15.828539999999998
2015-09-02,-5.270000000000003,-4.191599999999994,15.930000000000007,20.1216,-34.957,-11.392499999999998,-4.471320000000002,-15.86382
